序号,节点ID,纬度,经度,距离_m,耗时_s,通行次数,置信度
445,10582,22.312102,113.790053,501.2,20.0,2.0,0.361
446,9038,22.307956,113.791964,211.6,25.5,2.0,0.421
447,10426,22.306155,113.792628,276.0,20.0,2.0,0.361
448,9781,22.303754,113.793308,204.5,9.0,2.0,0.405
449,9237,22.302004,113.793921,234.7,19.5,2.0,0.363
450,9762,22.299976,113.794554,230.5,16.5,2.0,0.37
451,11751,22.297981,113.795163,222.2,20.0,2.0,0.361
452,8888,22.296038,113.795669,227.2,20.0,2.0,0.361
453,9448,22.294057,113.79621,197.5,18.0,2.0,0.349
454,10606,22.292302,113.796504,536.0,20.0,2.0,0.361
455,9990,22.287656,113.797895,186.3,20.0,2.0,0.361
456,9624,22.28598,113.797849,214.0,35.0,2.0,0.315
457,9565,22.284075,113.797559,458.1,19.5,2.0,0.363
458,11743,22.279969,113.79792,1125.3,11.0,1.0,0.405
459,11702,22.269917,113.799182,538.0,10.0,1.0,0.405
460,10079,22.268238,113.804086,320.8,23.0,2.0,0.402
461,9588,22.265738,113.802531,191.9,21.0,2.0,0.366
462,8548,22.264021,113.802349,491.0,20.0,1.0,0.361
463,6867,22.259996,113.800385,3882.1,1078.4,1.0,0.0
464,9054,22.225822,113.808105,310.3,86.2,1.0,0.0
465,672,22.223153,113.807223,,,,
