序号,节点ID,纬度,经度,距离_m,耗时_s,通行次数,置信度
391,9928,23.084696,112.191232,313.7,29.0,1.0,0.405
392,6427,23.086704,112.193387,300.2,30.0,1.0,0.405
393,4885,23.088595,112.195481,561.4,30.0,1.0,0.405
394,6996,23.087309,112.200788,163.6,42.6,7.0,0.696
395,1287,23.087908,112.20225,127.5,23.8,13.0,0.702
396,5742,23.088644,112.203205,179.0,23.3,13.0,0.524
397,1460,23.090213,112.203598,199.2,35.5,47.0,0.765
398,1392,23.091815,112.204469,123.4,33.7,22.0,0.742
399,4599,23.092665,112.205245,167.3,32.4,23.0,0.734
400,1020,23.094058,112.205865,178.2,32.2,40.0,0.815
401,2924,23.095515,112.206588,130.3,39.2,37.0,0.778
402,1679,23.096228,112.207599,175.4,41.1,47.0,0.74
403,1779,23.097631,112.208383,145.2,30.8,44.0,0.822
404,2435,23.098504,112.209438,172.5,37.2,45.0,0.786
405,1505,23.099856,112.210266,141.5,37.4,35.0,0.728
406,3501,23.100659,112.211339,303.8,50.0,2.0,0.406
407,4043,23.102607,112.213422,171.9,34.0,25.0,0.79
408,1198,23.104067,112.213974,298.5,82.9,21.0,0.0
409,1072,23.106112,112.215865,182.7,37.0,18.0,0.691
410,4240,23.10653,112.217593,462.8,32.0,1.0,0.405
411,10724,23.108758,112.221415,282.3,30.5,2.0,0.463
412,7661,23.110555,112.223364,320.0,40.7,2.0,0.448
413,5128,23.112567,112.225602,485.7,29.5,1.0,0.463
414,5410,23.114757,112.229712,648.5,32.0,1.0,0.405
415,7279,23.116646,112.235712,291.1,37.3,4.0,0.52
416,1557,23.118171,112.238025,195.4,32.6,42.0,0.81
417,2133,23.118498,112.239902,242.3,27.3,6.0,0.564
418,1950,23.119439,112.242039,211.0,25.9,36.0,0.725
419,1634,23.119627,112.244092,97.5,30.0,3.0,0.405
420,6160,23.118815,112.243733,466.2,106.0,2.0,0.319
421,1619,23.120332,112.247983,190.2,32.0,41.0,0.777
422,2410,23.120681,112.249803,249.8,30.0,14.0,0.405
423,1357,23.121541,112.25206,199.4,30.1,46.0,0.804
424,1516,23.121858,112.253979,469.1,30.0,1.0,0.405
425,1774,23.123843,112.258028,203.3,35.5,35.0,0.669
426,1515,23.123706,112.26001,209.6,34.1,45.0,0.772
427,1772,23.124253,112.261972,267.1,35.5,8.0,0.546
428,2127,23.125678,112.264075,195.0,31.0,38.0,0.755
429,1684,23.125945,112.265959,194.4,36.6,30.0,0.753
430,2983,23.126593,112.267726,281.4,21.9,9.0,0.536
431,1939,23.128018,112.27,291.7,30.0,7.0,0.572
432,1973,23.129771,112.272123,176.5,39.7,24.0,0.71
433,2965,23.130389,112.273712,292.8,26.1,5.0,0.551
434,2669,23.132244,112.275744,294.8,20.8,8.0,0.594
435,3168,23.134257,112.27762,300.0,30.0,1.0,0.405
436,4999,23.136478,112.279286,188.8,28.7,13.0,0.691
437,2232,23.138095,112.27985,296.2,30.0,1.0,0.467
438,5220,23.140458,112.281187,179.2,25.6,13.0,0.672
439,2972,23.14203,112.281577,236.7,26.8,23.0,0.713
440,1785,23.144146,112.281831,211.3,27.8,39.0,0.732
441,873,23.146042,112.281688,214.7,34.0,57.0,0.709
442,811,23.147946,112.282033,218.6,34.7,49.0,0.69
443,1063,23.149901,112.282257,219.1,41.9,42.0,0.684
444,1544,23.151867,112.28242,423.2,30.0,1.0,0.405
